waiting_time,battery_capacity_kWh,initial_soc,charging_power_kW,queue_length,electricity_price,renewable_energy_ratio,charging_demand,month,day,hour,minute,is_weekend,waiting_per_queue,load_per_queue,price_per_kWh,charging_efficiency,station_id_ST002,station_id_ST003,station_id_ST004,station_id_ST005,station_id_ST006,station_id_ST007,station_id_ST008,station_id_ST009,station_id_ST010,station_id_ST011,station_id_ST012,station_id_ST013,station_id_ST014,station_id_ST015,station_id_ST016,station_id_ST017,station_id_ST018,station_id_ST019,station_id_ST020,location_type_Urban,vehicle_type_Car,vehicle_type_Two-Wheeler,traffic_density_Low,traffic_density_Medium,weather_condition_Cloudy,weather_condition_Rainy,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,time_slot_Peak,charging_priority_Low,charging_priority_Medium,power_to_wait_ratio
14,30,48.92709075430588,50,0,12.54,0.5381796535892597,93.58289543343386,1,24,10,30,0,14.0,94.23657901728176,1.2233037152971646,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3.3333333333333335
5,60,50.55393902952546,11,4,12.87,0.7508047835771414,102.47832360934888,1,24,10,45,0,1.0,20.0,0.4338060419576864,0.18333333333333332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.8333333333333333
9,30,17.059299228985914,7,7,12.69,0.5530294823262427,67.47981219511863,1,24,11,0,0,1.125,8.363415834866647,0.510002925063094,0.23333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.7
14,75,15.849411784119397,50,2,14.06,0.7650906504353591,44.01209768015464,1,24,11,15,0,4.666666666666667,16.154819968298796,0.23513096453398805,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.3333333333333335
9,75,20.76884608525379,7,9,10.43,0.5354687699549989,58.40942287114972,1,24,11,30,0,0.9,5.6344866017983914,0.17590969122018832,0.09333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7
1,40,27.313713323870424,11,5,10.29,0.689992098399534,59.35945113175206,1,24,11,45,0,0.16666666666666666,9.41063466670707,0.3595248081673323,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5.5
10,40,37.73731519159628,50,6,14.69,0.7110118259908926,65.10482709305217,1,24,12,0,0,1.4285714285714286,9.417678552169706,0.6850771029451198,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4.545454545454546
7,40,33.66783435216017,7,4,13.92,0.7874102526044876,46.11563140983846,1,24,12,15,0,1.4,8.32600828103617,0.5381432030759645,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.875
10,40,47.55268956067669,7,4,5.75,0.7408898320312629,48.95496385238136,1,24,12,30,0,2.0,9.964265978588381,0.28316224766770637,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6363636363636364
11,30,57.28956359708519,11,11,11.25,0.7847166015244873,52.66505627589836,1,24,12,45,0,0.9166666666666666,4.110463643036268,0.8780055452076996,0.36666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9166666666666666
17,100,34.97508849994774,50,4,14.18,0.588905585601486,40.40318275366975,1,24,13,0,0,3.4,8.26495793738373,0.21815067970860708,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.7777777777777777
13,40,23.091078279039955,50,2,7.03,0.4807734898563552,56.27348533228116,1,24,13,15,0,4.333333333333333,18.10304332226386,0.3050056837837626,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3.5714285714285716
8,60,32.5941246825466,50,2,12.77,0.5807076469582743,38.33323384187179,1,24,13,30,0,2.6666666666666665,11.5845209764854,0.31574893483836186,0.8333333333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5.555555555555555
9,30,55.73449105722388,7,5,6.48,0.4751343849138282,50.11569863706885,1,24,13,45,0,1.5,7.627958572743928,0.5031341710532806,0.23333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7
14,100,39.88216733316917,7,7,11.9,0.6375437059862107,44.2690996157244,1,24,14,0,0,1.75,5.2229052935757965,0.1979445943427308,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4666666666666667
10,30,36.78151426524123,7,6,12.39,0.7124122817335676,42.37255563427782,1,24,14,15,0,1.4285714285714286,6.199743272915295,0.6532899280960228,0.23333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6363636363636364
17,100,46.78120751087545,22,0,7.06,0.5971131738078481,32.247480073666075,1,24,14,30,0,17.0,34.86959586255036,0.13811765889713212,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.2222222222222223
9,40,50.95287278346749,11,5,5.68,0.6321719454475034,47.545943654944914,1,24,14,45,0,1.5,8.190482576494183,0.30683683000989687,0.275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.1
15,30,48.75125278147467,7,13,7.84,0.5051056151657016,42.56945562463367,1,24,15,0,0,1.0714285714285714,3.2648028235730364,0.5208410996456971,0.23333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4375
13,30,11.855425576914833,22,5,13.26,0.4510274188861725,51.62012524381185,1,24,15,15,0,2.1666666666666665,8.71066777759827,0.5014489012998623,0.7333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5714285714285714
17,75,21.08320941364967,11,2,12.25,0.7973919737334509,54.79279469508016,1,24,15,30,0,5.666666666666667,17.61972344268963,0.2069690519847166,0.14666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6111111111111112
11,40,21.95568796799082,50,8,12.27,0.6834246274327802,43.12432628604137,1,24,15,45,0,1.2222222222222223,4.4854049786607835,0.39304594020149636,1.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4.166666666666667
11,100,48.01356217014168,50,5,14.94,0.626963174121408,60.41360112347105,1,24,16,0,0,1.8333333333333333,10.61259770566979,0.3082898773856902,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4.166666666666667
4,75,48.19288790570692,11,4,5.74,0.562854797550911,55.99786531897796,1,24,16,15,0,0.8,11.524937411776243,0.1477274648971681,0.14666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2.2
7,100,27.40787200720431,7,9,13.99,0.4272537055105935,61.90459081217162,1,24,16,30,0,0.7,6.3883802819436655,0.1927206211862038,0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0.875
7,75,35.5765472238007,7,4,11.66,0.4265766527271601,52.68079092357564,1,24,16,45,0,1.4,9.784183521300307,0.24131998514072583,0.09333333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.875
10,75,25.83477077314481,11,4,8.24,0.2756775475661363,78.3355546122968,1,24,17,0,0,2.0,16.064081851980294,0.14813770254873562,0.14666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0
11,75,29.867797705302863,11,7,8.36,0.3542262662879968,74.47672939273242,1,24,17,15,0,1.375,9.45149148660723,0.1589379244049419,0.14666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.9166666666666666
20,30,57.19489451273479,50,0,5.62,0.1911910827913016,69.57546441039823,1,24,17,30,0,20.0,71.36842347676253,0.4376424989515939,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2.380952380952381
9,40,24.73335608457357,22,6,10.39,0.3530829487412326,77.79593615141447,1,24,17,45,0,1.2857142857142858,11.741688033495647,0.3719421612623169,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.2
17,75,29.92203474311533,7,7,12.3,0.346043220385561,101.56841515921543,1,24,18,0,0,2.125,12.191389424634885,0.23402505965866094,0.09333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.3888888888888889
4,60,29.15434565572584,22,7,9.01,0.3459630735478235,65.60730711614292,1,24,18,15,0,0.5,8.66770710975039,0.21809173554105651,0.36666666666666664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.4
8,100,20.735718475990613,11,6,10.23,0.1552565576570114,73.51196975655581,1,24,18,30,0,1.1428571428571428,10.814169322260671,0.1302546257202132,0.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.2222222222222223
12,60,46.75069042303989,50,7,12.45,0.2560627221868944,69.11575085246213,1,24,18,45,0,1.5,8.98309729356778,0.38967641392627744,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3.8461538461538463
12,30,17.965536776250747,11,3,5.08,0.1389425383495432,90.95668698334865,1,24,19,0,0,3.0,23.489920705671455,0.22087677466166827,0.36666666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.8461538461538461
12,60,23.84901299874671,22,2,14.42,0.3992129057786291,77.35388603783963,1,24,19,15,0,4.0,25.165554991732847,0.33305529733233763,0.36666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.6923076923076923
18,100,17.321327082445002,11,4,8.69,0.2032941335954626,80.60817824609326,1,24,19,30,0,3.6,15.547451054317998,0.10510570251490901,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5789473684210527
7,60,10.230015144632588,7,6,8.23,0.2435676145241058,87.7164284095526,1,24,19,45,0,1.0,12.51339155738687,0.15279791668413698,0.11666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.875
13,40,19.306503305419227,11,2,14.06,0.2701519300555605,73.50700715580912,1,24,20,0,0,4.333333333333333,25.445676565068652,0.43757928422696507,0.275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.7857142857142857
12,75,41.82455506854761,22,6,5.69,0.1435419079798422,91.67937934687733,1,24,20,15,0,1.7142857142857142,13.030948733823534,0.14226806379266618,0.29333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.6923076923076923
12,100,17.867908762726756,22,10,10.93,0.3282143883608993,91.28073657932352,1,24,20,30,0,1.0909090909090908,8.200695377282797,0.13568232349348017,0.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.6923076923076923
9,100,25.23173443571463,50,6,5.86,0.2076411641706601,88.20517854793191,1,24,20,45,0,1.2857142857142858,12.726383755576864,0.07899684159445143,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5.0
10,30,42.06594400815941,50,7,5.32,0.2300226201140429,78.01687457870736,1,24,21,0,0,1.25,9.496569546528926,0.3060951461059604,1.6666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4.545454545454546
9,100,27.35872531681445,22,7,6.53,0.2187251815857963,98.63567275038828,1,24,21,15,0,1.125,12.134448958209887,0.09265597404175671,0.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2
12,75,46.56355109896671,7,6,14.52,0.1227965955686624,100.36809085277456,1,24,21,30,0,1.7142857142857142,14.285714285714286,0.3622995239795143,0.09333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5384615384615384
8,75,45.53286885334283,22,6,5.05,0.2189831026166201,75.85639401287236,1,24,21,45,0,1.1428571428571428,10.857909167640242,0.1343627579344959,0.29333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2.4444444444444446
9,75,41.41050385831239,50,3,12.09,0.3786373651869297,24.431018249514757,1,24,22,0,0,2.25,6.515682054090616,0.27513464121652165,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
9,75,19.125111150028744,7,5,12.05,0.1200605731568062,18.910053552237866,1,24,22,15,0,1.5,3.1843954141109467,0.19866075731456634,0.09333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.7
11,100,21.088775489044533,22,2,5.39,0.1956465688318176,19.88745440476757,1,24,22,30,0,3.6666666666666665,5.653735130086429,0.06963973727568987,0.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.8333333333333333
1,30,45.1460499030984,7,9,8.93,0.3124127011016565,33.58860379411596,1,24,22,45,0,0.1,3.788925015021081,0.5445787455485522,0.23333333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3.5
8,60,41.16853801104486,11,5,6.55,0.2199501992927949,13.246659660564962,1,24,23,0,0,1.3333333333333333,2.679824922787041,0.18555831008782567,0.18333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2222222222222223
11,60,51.55939780082224,22,5,12.1,0.2379070876483866,21.99821292563682,1,24,23,15,0,1.8333333333333333,3.95266124951443,0.4163174228046442,0.36666666666666664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1.8333333333333333
0,100,13.878445363106724,50,6,9.74,0.2025670351186113,21.662362820669014,1,24,23,30,0,0.0,3.6560778206212072,0.11309596118028645,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50.0
15,60,23.58256597745969,7,0,6.15,0.1158515124866642,15.525905243985031,1,24,23,45,0,15.0,16.872439922542757,0.13413169561512142,0.11666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.4375
11,100,19.671497970403493,22,3,8.19,0.249907875571292,23.462194352477347,1,25,0,0,1,2.75,6.180535589686114,0.10468292978295134,0.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.8333333333333333
6,40,22.366907852569724,11,2,7.2,0.167131687474256,18.236630039711763,1,25,0,15,1,2.0,4.62764501522149,0.24511286453344416,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.5714285714285714
7,75,44.95982366764272,7,1,8.7,0.3411629131432598,19.17604917828914,1,25,0,30,1,3.5,10.48557640281776,0.21099661331648134,0.09333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.875
11,40,53.406180561067735,22,4,9.11,0.2511945777059088,31.90572168315523,1,25,0,45,1,2.2,5.44673742494666,0.48879873498779886,0.55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.8333333333333333
13,60,34.16180781225759,11,3,10.02,0.1895510171641146,28.946794684407447,1,25,1,0,1,3.25,6.277082921758746,0.25365216518064065,0.18333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.7857142857142857
7,100,11.11250627476126,7,4,6.33,0.2420020666285676,23.307844636437352,1,25,1,15,1,1.4,4.737700781567756,0.07130072481371756,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.875
8,30,47.17499321420482,22,5,10.63,0.3392562997954028,12.486431028472651,1,25,1,30,1,1.3333333333333333,2.694144842571571,0.6707681738123596,0.7333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,2.4444444444444446
15,75,19.39038887787845,7,1,11.39,0.3917467265558653,19.938902820615844,1,25,1,45,1,7.5,7.736921433320634,0.18839771654101203,0.09333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.4375
6,60,16.16482331856239,11,8,6.12,0.3370473911708344,25.814318058686343,1,25,2,0,1,0.6666666666666666,3.3354606903822317,0.12280911387224146,0.18333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.5714285714285714
14,60,56.03442205848477,22,6,5.11,0.1993046047393076,24.7362988133834,1,25,2,15,1,2.0,3.379278069164567,0.1937121508557417,0.36666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.4666666666666666
13,75,43.43011902804188,11,6,9.81,0.3131531948593274,19.20141652609732,1,25,2,30,1,1.8571428571428572,3.1565399990673706,0.23660824620099255,0.14666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.7857142857142857
14,100,56.44449133277589,22,5,13.9,0.2469748334813484,15.719042251335688,1,25,2,45,1,2.3333333333333335,2.5476909501554066,0.3292164072994205,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1.4666666666666666
11,75,19.53342905105866,22,5,10.58,0.3426252909532099,13.415219230682483,1,25,3,0,1,1.8333333333333333,2.8555090580931,0.18520415776190455,0.29333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1.8333333333333333
11,100,35.510660118215526,50,9,10.16,0.2184409600013998,21.379697687641425,1,25,3,15,1,1.1,2.11942233772013,0.16005456972150844,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4.166666666666667
19,75,49.0066924597546,22,1,5.71,0.2355021184225514,23.64585463935089,1,25,3,30,1,9.5,9.471230256051191,0.16272344706877948,0.29333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1.1
12,40,38.0348908732133,11,4,9.88,0.2034569144285898,14.687900976126986,1,25,3,45,1,2.4,3.529655560607864,0.4017031879503703,0.275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0.8461538461538461
12,60,52.1320156107434,22,0,5.21,0.283594259059068,5.505722882059211,1,25,4,0,1,12.0,10.28740411853498,0.1928388710516972,0.36666666666666664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.6923076923076923
11,30,16.077053466209705,50,6,5.81,0.330033527359973,27.651079369202584,1,25,4,15,1,1.5714285714285714,3.82883834599347,0.2653306969178129,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.166666666666667
14,40,42.33856444079719,22,4,12.7,0.1792855663637446,21.03643793676937,1,25,4,30,1,2.8,3.7528562113165904,0.5506279837136776,0.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.4666666666666666
11,40,49.48538369844235,22,0,9.91,0.1502118554620408,17.789720568808953,1,25,4,45,1,11.0,18.265020064665528,0.5222759422253268,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1.8333333333333333
25,100,54.93685309489612,11,7,8.19,0.2935917787052816,29.415662841192628,1,25,5,0,1,3.125,4.1182853602165626,0.181744963733822,0.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.4230769230769231
4,30,47.19518814579544,50,7,13.54,0.387565955593788,30.945893620199826,1,25,5,15,1,0.5,3.880878652162766,0.8547200860775268,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,10.0
0,30,12.437643864305116,11,6,5.51,0.2581463768741902,29.921787171236755,1,25,5,30,1,0.0,4.835363184552285,0.20975528157561166,0.36666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,11.0
12,100,46.91329617061335,11,4,9.17,0.3022720841993013,11.62174693135575,1,25,5,45,1,2.4,3.057536423714723,0.1727362849551013,0.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.8461538461538461
7,60,10.95800197530212,50,5,10.18,0.2218762799283483,29.72449285788565,1,25,6,0,1,1.1666666666666667,4.423923984571142,0.19338112359652104,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6.25
10,100,12.81124579120966,50,0,8.5,0.2956890650789883,18.442761620549994,1,25,6,15,1,10.0,14.519150812753043,0.09968617893815214,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.545454545454546
17,40,37.04089889278808,50,2,7.52,0.2359696495299782,31.077897638344798,1,25,6,30,1,5.666666666666667,9.895907783025722,0.3523411290758157,1.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2.7777777777777777
17,75,36.23105508096874,7,0,13.66,0.1911724409145465,23.66754749153932,1,25,6,45,1,17.0,20.68712305800517,0.2856144688681799,0.09333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.3888888888888889
11,100,27.84574507357576,22,8,5.8,0.2867331238782482,81.08604592568163,1,25,7,0,1,1.2222222222222223,9.507470873330758,0.08038333991410852,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1.8333333333333333
14,100,20.78304067018264,11,10,13.1,0.3285770145169444,97.76007541110224,1,25,7,15,1,1.2727272727272727,8.649999466161681,0.16536862953119108,0.11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.7333333333333333
18,30,28.348818669822503,22,6,9.01,0.1994516795275761,101.07078853406426,1,25,7,30,1,2.5714285714285716,13.759908791457608,0.43753972478546116,0.7333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1.1578947368421053
8,60,55.01699819371475,22,10,11.45,0.2612878966541085,92.52950444502224,1,25,7,45,1,0.7272727272727273,8.271054628014404,0.42423432334537786,0.36666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.4444444444444446
11,40,58.40366404318712,7,8,10.42,0.3384664989403744,86.0236546586676,1,25,8,0,1,1.2222222222222223,9.897401981756186,0.626257082523957,0.175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.5833333333333334
